,description,tags
760,swap offer for pirated windows xp  computer giant microsoft has launched a pilot scheme to replace counterfeit versions of windows xp with legal ones  the firsttime initiative is restricted to the uk and to users with preinstalled copies of the operating system in pcs bought before november until december microsoft said software can be sent to it for analysis if there are doubts about its legitimacy the company aims to detect illegal traders and turn users of fake versions of windows into legitimate ones  the windows xp counterfeit project will mean that software that is found to be counterfeit will be replaced for free subject to certain conditions until the end of the year it is the first time microsoft has launched a counterfeit product replacement scheme in the world the company told the bbc news website in june the software giant said that the major security update to windows xp service pack  would not work with the most widely pirated versions of its operating system the upgrade closed security loopholes in xp and added features that made it easier to keep machines safe from viruses and other types of malicious computer code  the us company invited anyone who had suspicions about their version of windows xp to submit it for testing as soon as possible the procedure consists of a series of computer checks collating documents and filling out a witness statement this is a great opportunity for users to confirm the authenticity of windows xp software whilst helping gather vital information about illegal traders said alex hilton licence compliance manager at microsoft the scheme has also been welcomed by the technology and commerce industry it is important that users ensure that they are legally licensed to avoid the risks of purchasing and using counterfeit products said david frost director general of the british chambers of commerce the plan would enable microsoft to gather intelligence about illegal traders in a prompt way which would allow it to take action against software pirates microsoft said it would evaluate the results of the uk programme before setting up similar schemes in other countries ,"technology, business, british chambers of commerce, bbc, microsoft, pcs, united kingdom, united states, counterfeit products, software giant, computer giant, software pirates, windows xp, xp, alex hilton, david frost, director general, licence compliance manager, microsoft windows, computing, computer architecture, windows xp, microsoft, windows xp editions, windows genuine advantage, operating system"
761,warnings on woeful wifi security  companies are getting worse at keeping their wireless data networks secure  a survey of wifi networks in london frankfurt new york and san francisco by rsa security found more than a third had basic security features turned off by contrast last years survey found that  of firms had failed to take basic steps to improve security rsa warned that wifis growing popularity made it much more likely that insecure networks would be found and exploited  wireless or wifi networks have become hugely popular over the last few years in offices because they are easy to set up and make going online much more convenient this popularity shows no sign of slowing reveals the annual rsa security and netsurity survey which found an annual  growth rate in the number of wireless nets being installed in london and frankfurt although most firms do take steps to turn on the security functions built in to the wifi standard and protect themselves from attack the survey found that a significant proportion were taking unnecessary risks on average  of the wireless networks found by rsa and netsurity researchers in london frankfurt new york and san francisco had not used basic security systems many firms were simply turning on their wireless net access points and use default settings that anyone familiar with wifi could easily find out rsa said that  of wifi networks found london used default settings compared to  in frankfurt  in new york and  in san francisco many users of wifi nets did not even turn on the encryption that scrambles data traffic between users and the access point helping them go online this is despite a series of stories warning firms about the dangers of driveby hacking in which computer criminals walk or drive around city centres using easy to use tools to spot wifi nets these figures are another stark warning to unsecured businesses to get their act together said phil cracknell chief technology officer at netsurity as more public wifi hotspots appear and people become more familiar with using them it was getting more likely that insecure would be found warned mr cracknell accidental or intentional connection to a corporate network can bring with it a series of security issues including loss of confidential data and installation of malicious code he said ,"technology, frankfurt, san francisco, london, new york, netsurity, rsa security, corporate network, wireless data networks, basic security systems, wireless net access points, wi-fi networks, wireless networks, wireless nets, insecure networks, phil cracknell, chief technology officer, new york, wi-fi, wireless networking, technology, wireless, computing, ieee 802.11, wireless access points, network access, municipal wireless network, hotspot, wi-fi direct, wardriving, encryption, wi-fi"
762,games win for bluray dvd format  the nextgeneration dvd format bluray is winning more supporters than its rival according to its backers  bluray backed by  firms including sony is competing against toshiba and necbacked hddvd to be the format of choice for future films and games the bluray association said on thursday that games giants electronic arts and vivendi would both support its dvd format the next generation of dvds will hold highdefinition video and sound this offers incredible dlike quality of pictures which major hollywood studios and games publishers are extremely keen to exploit in the coming year in a separate press conference at the consumer electronics show in las vegas toshiba announced that dvd players for its technology would be on the market by the end of   as we move from standard definition video images to highdefinition images we have a much greater need for storage richard doherty from panasonics hollywood laboratories one of the pioneers of bluray told the bbc news website so by utilising blue laserbased technology we can make an optical laser disc that can hold six times as much as todays dvd a bluray disc will be able to store gb of highquality data while toshibas hddvd will hold gb mr doherty added that it was making sure the discs could satisfy all highdefinition needs including the ability to record onto the dvds and smaller discs to fit into camcorders both toshiba and bluray are hopeful that the emerging dvd format war akin to the betamax and vhs fight in the s can be resolved over the next year when nextgeneration dvd players start to come out when players do come out they will be able to play standard dvds too which is good news for those who have huge libraries of current dvds  but the support from vivendi and electronics arts is a big boost to bluray in the battle for supremacy  gaming is a  billion industry worldwide so is as crucial as the film industry in terms of money to be made the technical requirement for game development today demands more advanced opticaldisc technologies said michael heilmann chief technology officer for vivendi universal bluray offers the capacity performance and highspeed internet connectivity to take us into the future of gaming ea a leading games developer and publisher added that the delivery of highdefinition games of the future was vital and bluray had the capacity functionality and interactivity needed for the kinds of projects it was planning sony recently announced it would be using the technology in its next generation of playstations mr doherty said gamers were ravenous for highquality graphics and technology for the next generation of titles gamers especially those working on pcs are always focused on more capacity to deliver textures deeper levels for delivering higherresolution playback  he added the focus for games moving forward is on increased immersion  gaming companies really like to focus on creating a world which involves creating complicated d models and textures and increasing the resolution increasing the frame rate  all of these are part of getting a more immersive experience fitting these models on current dvd technologies means compressing the graphics so much that much of this quality is lost as games move to more photoreal capability the current technology is limiting they are thrilled at the advanced capacity to start to build these immersive environments said mr doherty currently graphicsintensive pc games also require multiple discs for installation highdefinition dvds will cut down on that need likewise consoles rely on single discs so dvds that can hold six times more data mean much better highresolution games bluray has already won backing from major hollywood studios such as mgm studios disney and buena vista as well as top technology firms like dell lg samsung and phillips amongst others while toshibas hddvd technology has won backing from paramount universal and warner bros the real world benefits of hddvd are apparent and obvious said jim cardwell president of warner home video mr cardwell added that rapid time to market and dependability were significant factors in choosing to go with hddvd both formats are courting microsoft to be the format of choice for the next generation xbox but discussions are still ongoing next generation dvds will also be able to store images and other data ces is the largest consumer electronics show in the world and runs from  to  january ,"entertainment, technology, las vegas, dell, toshiba, disney, lg, buena vista, bbc, nec, vivendi universal, panasonic, samsung, sony, electronic arts, microsoft, warner home video, warner bros., blu-ray association, store 50gb, games developer, technology firms, high-speed internet connectivity, consumer electronics show, optical-disc technologies, blue laser-based technology, microsoft vista, blu-ray association, michael heilmann, richard doherty, jim cardwell, buena vista, chief technology officer, president, technology, consumer electronics, information science, electronics, high-definition television, audio storage, computer storage media, dvd, blu-ray, hd dvd, high-definition video, format war, laser, high-speed internet, optical-disc technologies, blue laser-based technology, hd-dvd technology"
763,software watching while you work  software that can not only monitor every keystroke and action performed at a pc but also be used as legally binding evidence of wrongdoing has been unveiled  worries about cybercrime and sabotage have prompted many employers to consider monitoring employees the developers behind the system claim it is a breakthrough in the way data is monitored and stored but privacy advocates are concerned by the invasive nature of such software  the system is a joint venture between security firm ami and storage specialists bridgehead software they have joined forces to create a system which can monitor computer activity store it and retrieve disputed files within minutes more and more firms are finding themselves in deep water as a result of data misuse sabotage and data theft are most commonly committed from within an organisation according to the national hitech crime unit nhtcu a survey conducted on its behalf by nop found evidence that more than  of medium and large companies have been victims of some form of cybercrime bridgehead software has come up with techniques to prove to a legal standard that any stored file on a pc has not been tampered with ironically the impetus for developing the system came as a result of the freedom of information act which requires companies to store all data for a certain amount of time  the storage system has been incorporated into an application developed by security firm ami which allows every action on a computer to be logged potentially it could help employers to follow the trail of stolen files and pinpoint whether they had been emailed to a third party copied printed deleted or saved to cd floppy disk memory stick or flash card other activities the system can monitor include the downloading of pornography the use of racist or bullying language or the copying of applications for personal use increasingly organisations that handle sensitive data such as governments are using biometric logins such as fingerprinting to provide conclusive proof of who was using a particular machine at any given time privacy advocates are concerned that monitoring at work is not only damaging to employees privacy but also to the relationship between employers and their staff that is not the case said tim ellsmore managing director of ami it is not about replacing dialogue but there are issues that you can talk through but you still need proof he said people need to recognise that you are using a pc as a representative of a company and that employers have a legal requirement to store data he added ,"technology, law, labor, bridgehead software, software watching, national hi-tech crime unit, tim ellsmore, managing director of 3ami, representative, security engineering, national security, cybercrime, cyberwarfare, crime prevention, security, cryptography, internet privacy, privacy, computer security, flash"
764,tech helps disabled speed demons  an organisation has been launched to encourage disabled people to get involved in all aspects of motorsport which is now increasingly possible thanks to technological innovations  the motorsport endeavour club left the starting grid yesterday at the autosport international  show at birminghams nec with several technologies to adapt vehicles on display  motorcycle racer roy tansley from derby developed his electronic sequential gear changer following an accident which resulted in part of his left leg being amputated i needed to find a way of changing gear and generally you do that with your left leg mr tansley told the bbc news website in simple terms i needed to invent a left foot  initially it was quite a heath robinson device mr tansley had to argue his case to be allowed to continue competing with motorcycle racings governing body the autocycle union at that time they wouldnt let any amputee race at all but eventually they told me i could have a licence as long as i raced sidecars mr tansleys invention the proshift is designed to work with hewland gearboxes which are widely used in motorcycle racing in addition to helping disabled riders to compete mr tansley reckons that the proshift saves at least  seconds per lap when he competes in the isle of man tt as a result there has been considerable interest in the product from other riders keen to improve their performance im not prejudiced ill sell to ablebodied people if i have to he joked  another exhibit on the motorsport endeavour stand is a subaru impreza rally car adapted to accommodate a variety of disabilities the vehicle belongs to pararallying the worlds only rally school for disabled drivers which is based in lincolnshire  we use the latest technology supplied by an italian company said rally driver dave hawkins who runs the company the cars have electronic throttles electronic brakes electronic clutches  weve yet to turn anybody away mr hawkins  a paraplegic himself  says his customers have included right or left arm amputees quadriplegics people who have had strokes and a woman who had had all four limbs amputated pararallying uses a vauxhall astra gsi with an automatic gearbox and manual subaru imprezas the car on display is fitted with a duck clutch  a switch on the gear stick used instead of the clutch pedal it also has a second ring behind the steering wheel to operate the throttle and a hand operated brake bar  when joy rainey started competing in motorsport in  she was continuing the family tradition  her father murray is a former australian formula  champion  and it was rainey senior who modified a sports racer to accommodate his daughters small stature so that she could take part in hill climbs she uses an ordinary road car by putting extensions on the pedals a cushion behind her back and raising the seat but in a competition car you have to have everything right or youll lose the balance of the car she said i bring everything back to me  steering wheel steering column gear lever and pedals when she recently took part in the london to sydney marathon she shared the driving with her partner trevor who now does the engineering work he designed a system for their morris minor so that the adaptations could be totally removed in under a minute the motorsport endeavour club is hoping that putting such technologies on display will result in more disabled people becoming involved in all areas of the sport and at every level ,"social issues, motorsport, london, birmingham, derby, lincolnshire, astra, hewland, bbc, nec, autosport international, competition car, rally car, ordinary road car, autocycle union, isle of man tt, motorsport endeavour club, roy tansley, sydney marathon, dave hawkins, trevor, murray, joy rainey, said rally driver, motorcycle racer, sports racer, subaru impreza, transport, private transport, land transport, tansley, subaru impreza, steering, automatic transmission, motorized bicycle, gear stick"
765,text message record smashed again  uk mobile owners continue to break records with their text messaging with latest figures showing that  billion texts were sent in total in   the figures collected by the mobile data association mda showed that  billion were fired off in december alone the highest monthly total ever that was  more than in december  the records even surpassed the mdas own predictions it said every day  million messages are sent and there are no signs of a slow down before decembers bumper text record the previous highest monthly total was in october  when  billion were sent text messaging is set to smash more records in  too said the mda with forecasts suggesting a total of  billion for the year  even though mobiles are becoming increasingly sophisticated with much more multimedia applications texting is still one of the most useful functions of mobiles people are using sms to do much more too booking cinema tickets text voting and news or sports text alerts are growing popular mobile owners have also given the chance to donate to the disasters emergency committees dec asian tsunami fund by texting donate to a simple short code number looking further ahead in the year the mdas chairman mike short has predicted that more people will go online through their mobiles estimating  billion wap page impressions handsets with gprs capability  an always on net connection  will rise to  while g mobile ownership growing to five million by the end of  these third generation mobiles offer a highspeed connection which means more data like video can be received on the phone globally mobile phone sales passed  million in the third quarter of  according to a recent report from analysts gartner that was  more than the previous year it is predicted that there would be two billion handsets in use worldwide by the end of  ,"technology, business, gartner, united kingdom, asia, multimedia applications, disasters emergency committee, mobile data association, mike short, 167, chairman, mobile technology, technology, text messaging, wireless, online chat, videotelephony, short message service, mobile phone, cellular telephone, wap, 3g, sms"
766,commodore finds new lease of life  the oncefamous commodore computer brand could be resurrected after being bought by a usbased digital music distributor  new owner yeahronimo media ventures has not ruled out the possibility of a new breed of commodore computers it also plans to develop a worldwide entertainment concept with the brand although details are not yet known the groundbreaking commodore  computer elicits fond memories for those who owned one back in the s  in the chronology of home computing commodore was one of the pioneers  the commodore  launched in  was one of the first affordable home pcs it was followed a few years later by the amiga the commodore  sold more than any other single computer system even to this day the brand languished somewhat in the s commodore international filed for bankruptcy in  and was sold to dutch firm tulip computers in the late s the firm was a great rival to atari which produced its own range of home computers and is now a brand of video games formerly known as infogrames  tulip computers sold several products under the commodore name including portable usb storage devices and digital music players it had planned to relaunch the brand following an upsurge of nostalgia for sera games commodore  enthusiasts have written emulators for windows pc apple mac and even pdas so that the original commodore games can be still run the sale of commodore is expected to be complete in three weeks in a deal worth over m ,"technology, business, commodore international, tulip computers, atari, yeahronimo media ventures, storage devices, home computing, amiga, commodore 64, commodore, computing, classes of computers, computer hardware, commodore international, west chester, pennsylvania, commodore 64, tulip computers, home computer, compute!, bubble bus software, commodore usa"
767,confusion over highdefinition tv  now that a critical mass of people have embraced digital tv dvds and digital video recorders the next revolution for tv is being prepared for our sets  in most corners of tv and technology industries highdefinition hdtv is being heralded as the biggest thing to happen to the television since colour hd essentially makes tv picture quality at least four times better than now but there is real concern that people are not getting the right information about hd on the high street thousands of flat panel screens  lcds liquid crystal displays plasma screens and dlp rearprojection tv sets  have already been sold as hd but are in fact not able to display hd  the uk is the largest display market in europe according to john binks director of gfk which monitors global consumer markets  but he added of all the flat panel screens sold just  in the uk are capable of getting highdefinition there are  different devices that are being sold as hd but are not hdready according to alexander oudendijk senior vice president of marketing for satellite giant astra they may be fantastic quality tvs but many do not have adaptors in them  called dvi or hdmi highdefinition multimedia interface connectors  which let the set handle the higher resolution digital images part of this is down to lack of understanding and training on the high street say industry experts who gathered at bafta in london for the nd european hdtv summit last week we have to be careful about consumer confusion there is a massive education process to go through said mr binks the industry already recognised that it would be a challenge to get the right information about it across to those of us who will be watching it eventually that will be everyone the bbc is currently developing plans to produce all its tv output to meet hdtv standards by   preparations for the analogue switchoff are already underway in some areas and programmes are being filmed with hd cameras bskyb plans to ship its first generation settop boxes to receive hdtv broadcasts in time for christmas like its sky boxes they will also be personal video recorders pvrs the company will start broadcasts of hdtv programmes offering them as premium channel packages concentrating to start with on sports big events and films in early  but the settop box which receives hdtv broadcasts has to plug into a display  tv set  that can show the images at the much higher resolution that hd demands if hdtv is to be real by   of homes in the uk will have some sort of tv set or display that can show hd in its full glory  but it is all getting rather confusing for people who have only just taken to being digital as a result all the key players those who make flat panel displays as well as the satellite companies and broadcasters formed a hd forum in  to make sure they were all talking to each other part of the forum has been concerned with issues like industry standards and content protection but it has also been preoccupied with how to help the paying public know exactly what they are paying for  from next month all devices that have the right connectors and resolution required will carry a hdready sticker this also means they are equipped to cope with both analogue and hdtv signals and so comply with the minimum specification set out by the industry the logo is absolutely the way forward said david mercer analysts with strategy analytics but it is still not appearing on many retail products the industry is upbeat that the sticker will help but it is only a start we can only do so much with the position we are in today with manufacturers said mr oudendijk there may well be a number of dissatisfied customers in the next few months the european broadcast union ebu is testing different flavours of hd formats to prepare for even better hdtv further down the line it is similarly concerned that people get the right information on hdtv formats as well as which devices will support the formats we believe consumers buying expensive displays need to ensure their investment is worthwhile said phil laven technical director for the ebu the tv display manufacturers want us to watch hd on screens that are at least in cm to get the true impact of hd they say although smaller displays suffice what may convince people to spend money on hdready devices is the falling prices which continue to tumble across europe the prices are dropping an average of  every year according to analysts lcd prices dropped by  in europe as a whole last year according to mr oudendijk ,"entertainment, technology, london, bbc, astra, gfk, bskyb, europe, united kingdom, bafta, christmas, satellite, technology industries, retail products, satellite giant, european broadcast union, alexander oudendijk, david mercer, john binks, phil laven, senior vice president of marketing, technical director, director of gfk , which monitors global consumer markets, television, high-definition television, technology, television technology, electronics, consumer electronics, digital television, hd ready, hdmi, plasma display, high-definition, ultra-high-definition television, hdtv, digital tv, hdmi, high-definition multimedia interface, dlp, digital video, high-definition tv"
768,domain system opens door to scams  a system to make it easier to create website addresses using alphabets like cyrillic could open a back door for scammers a trade body has warned  the internationalised domain names system has been a work in progress for years and has recently been approved by the internet engineering task force but the uk internet forum ukif is concerned that the system will let scammers create fake sites more easily the problem lies in the computer codes used to represent language  registering names that look like that of legitimate companies but lead users to fake sites designed to steal passwords and credit card details could become a whole lot easier for determined scammers says stephen dyer director of ukif domain names are the real language addresses of websites rather than their internet protocol address which is a series of numbers they are used so people can more easily navigate the web socalled ascii codes are used to represent european languages but for other languages a hybrid of a system called unicode is used so for example website paypal could now be coded using a mixture of the latin alphabet and the russian alphabet the resulting domain as displayed to the users would look identical to the real site as a russian a look just like an english a but the computer code would be different and the site it would lead users to could be a fake this is more than just a theory a fake paypalcom has already been registered with net domain giant verisign by someone who has followed the debate around the internationalised domain name idn system said mr dyer as the idea was to prove a point rather than be malicious the fake domain has now been handed back to paypal but it sets a worrying precedent mr dyer said although the idn problem is well known in technical circles the commercial world is totally unaware how easily their websites can be faked said mr dyer  it is important to alert users that there is a new and invisible and almost undetectable way of diverting them to what looks like a perfectly genuine site he added there are solutions for instance browsers could spot domains that use mixed characters and display them in different colours as a warning to users mr dyer acknowledged that it would be a huge undertaking to update all the worlds browsers another solution to introduce idndisabled browsers could be a case of throwing out the baby with the bath water he said centr the council of european national top level domain registries agrees a rush to introduce idndisabled browsers into the marketplace is an overlyzealous step that will harm public confidence in idns  a technology that is desperately needed in the nonenglish speaking world the organisation said in a statement ,"technology, verisign, paypal.com, paypal, internet forum, internet protocol address, genuine site, internet engineering task force, stephen dyer, director of ukif, identifiers, domain name system, identification, internet, language, uniform resource locator, domain name, internationalized domain names, top-level domains, idn homograph attack, ip, ascii, paypal.com"
769,britons fed up with net service  a survey conducted by pc pro magazine has revealed that many britons are unhappy with their internet service  they are fed up with slow speeds high prices and the level of customer service they receive  of readers have switched suppliers and a further  are considering changing in the near future it is particularly bad news for bt the uks biggest internet supplier with almost three times as many people trying to leave as joining  a third of the  broadband users interviewed were fed up with their current providers but this could be just the tip of the iceberg thinks tim danton editor of pc pro magazine we expect these figures to leap in  every month the prices drop and more and more people are trying to switch he said the survey found that bt and tiscali have been actively dissuading customers from leaving by offering them a lower price when they phone up to cancel their subscription some readers were offered a price drop just p more expensive than that offered by an alternative operator making it hardly worth while swapping  other found themselves tied into month contracts broadband has become hugely competitive and providers are desperate to hold on to customers  of those surveyed found themselves unable to swap at all we discovered a huge variety of problems but one of the biggest issues is the current supplier withholding the information that people need to give to their new supplier said tim danton editor of pc pro this breaks the code of practice but because that code is voluntary theres nothing we or ofcom can do to help he said there is a vast choice of internet service providers in the uk now and an often bewildering array of broadband packages with prices set to drop even further in coming months mr danton advises everyone to shop around carefully if you just stick with your current connection then theres every chance youre being ripped off he warned ,"technology, pc pro magazine, bt, tiscali, united kingdom, internet service, internet service providers, internet supplier, us federal reserve, tim danton, editor, pc pro, pc pro magazine, british brands, bt group, tiscali, be un limited, broadband, economy of the united kingdom, city of london, economy of europe, broadband"
770,bbc leads interactive bafta wins  the bbc and the national theatre have led the field at this years interactive bafta awards  the national theatres stagework website picked up the prize for best learning as well as top factual site the bbc collected three awards including best online entertainment for the hitchhikers guide to the galaxy adventure game spooks interactive took the best interactive tv prize the annual awards recognise the best in digital media bbc sport interactive fought off competition from cbbc newsround and the guardian to take home the best news and sport trophy for its coverage of englands exit from euro  it was recognised for its groundbreaking use of animation baftas grant dean chair of baftas interactive entertainment committee said all the entrants had been of outstanding quality and that judging had been enormously difficult without a doubt  has been a landmark year for the bafta interactive awards he added  many of the top awards this year have gone to the companies we most commonly associate with traditional entertainment showing how the gap between new media film and television is closing  awards were given out in  different categories including interactive tv film music design as well as technical and social innovation at a london ceremony the top music award was given to sseyo minimixa a mobile music sequencer designed to let people write edit and share compositions warner bros was given two prizes for its inspiring efforts in film and dvd interactivity the chaplin collection beat oasis really bend it like beckham shaun of the dead and the day today in the dvd category and trauma won best film elsewhere fashionista and clothes designer alexander mcqueen took the accolade for the bestdesigned website the awards have been running since  but in  the british academy of film and television decided to split them into separate games and interactive ceremonies on tuesday halflife  dominated the games prizes it collected six baftas including best game and best online game ,"entertainment, human interest, london, oasis, bbc, warner bros, the guardian, united kingdom, bafta, baftas, the bafta, bafta awards, online game, factual site, digital media, online entertainment, shaun of the dead, bafta's interactive entertainment committee, british academy of film and television, grant dean, alexander mcqueen, chair, fashionista and clothes designer, the guardian, classes of computers, british academy film awards, internet in the united kingdom, software, bafta interactive awards, entertainment, british academy of film and television arts, spooks, the hitchhiker's guide to the galaxy, cbbc, interactive tv, animation"
771,sony psp console hits us in march  us gamers will be able to buy sonys playstation portable from  march but there is no news of a europe debut  the handheld console will go on sale for   and the first million sold will come with spiderman  on umd the disc format for the machine sony has billed the machine as the walkman of the st century and has sold more than  units in japan the console cm by cm will play games movies and music and also offers support for wireless gaming sony is entering a market which has been dominated by nintendo for many years  it launched its ds handheld in japan and the us last year and has sold  million units sony has said it wanted to launch the psp in europe at roughly the same time as the us but gamers will now fear that the launch has been put back nintendo has said it will release the ds in europe from  march it has gaming at its core but its not a gaming device its an entertainment device said kaz hirai president of sony computer entertainment america ,"technology, sony, nintendo, sony computer entertainment america, europe, japan, united states, entertainment device, wireless gaming, spider-man 2, kaz hirai, president, video game development, computing, economy of japan, playstation, handheld game consoles, sony interactive entertainment, entertainment software association, video game publishers, playstation portable, sony, universal media disc, nintendo"
772,broadband steams ahead in the us  more and more americans are joining the internets fast lane according to official figures  the number of people and business connected to broadband jumped by  in a year said the us federal communications commission fcc in a report it said there were more than  million broadband connections by the end of june  but the us is still behind compared to other nations ranked th in the world by a un telecoms body  during his  reelection campaign president george w bush pledge to ensure that affordable highspeed net access would be available to all americans by   according to the report by the fcc broadband is becoming increasingly popular with people using it for research and shopping as well as downloading music and watching video the total number of people and businesses on broadband rose by to  million in the year ending june  compared to  million in june  whereas in the uk most people hook up to broadband via asymmetric digital subscriber line adsl technology which lets ordinary copper phone lines support high data speeds but in the us cable leads the way accounting for  million lines broadband over the phone line makes up  million connections according to the fcc figures ,"technology, united states, united kingdom, us federal communications commission, united nations, george w bush, president, broadband, technology, federal communications commission, government, communication, national broadband plan, adsl, broadband"
773,global digital divide narrowing  the digital divide between rich and poor nations is narrowing fast according to a world bank report  the world bank questioned a united nations campaign to increase usage and access to technology in poorer nations people in the developing world are getting more access at an incredible rate  far faster than in the past said the report but a spokesman for the uns world summit on the information society said the digital divide remained very real the digital divide is rapidly closing the world bank report said  half the worlds population now has access to a fixedline telephone the report said and  to a mobile network  the reports figures surpass a wsis campaign goal that calls for  access to telephones by  the un hopes that widening access to technology such as mobile phones and the net will help eradicate poverty developing countries are catching up with the rich world in terms of access to mobile networks the report said africa is part of a worldwide trend of rapid rollout this applies to countries rich and poor reformed or not african asian european and latin american  a spokesman for the world summit for the information society wsis which is meeting this week in geneva told the bbc news website the digital divide is very much real and needs to be addressed some financing has to be found to help narrow the divide on tuesday a meeting of the wsis in geneva agreed to the creation of a digital solitary fund the fund is voluntary and will help finance local communitybased projects said the wsis spokesman under the proposals agreed voluntary contribution of  on contracts obtained by private technology service providers could be made to the digital solidarity fund the exact financing mechanism of the fund is to be ironed out in the coming days said the wsis sixty percent of resources collected by the fund will be made available for projects in least developed countries  for projects in developing countries and  for projects in developed countries ,"business, geneva, bbc, africa, fixed-line telephone, finance, technology service providers, united nations, information society, digital solidarity fund, digital solitary fund, world bank, wsis spokesman, spokesman, the information society, technology, information and communication technologies for development, digital divide, information society, international telecommunication union, internet governance, world summit on the information society, structure, digital solidarity fund, wsis, internet governance forum, united nations information and communication technologies task force, mobile phones"
774,what price for trusted pc security  you can now buy trusted computers but can we really trust the pc vendors asks technology analyst bill thompson  if you have recently bought an ibm thinkvantage computer a dell optiplex or one of a whole range of laptops from toshiba hpcompaq or samsung then you may have got more for your money than you realised inside your shiny new pc is an extra chip called the trusted platform module tpm that can be used for a range of hardwarebased security features eventually the tpm will be built into the main processor itself and if the trusted computing group has its way then you will find one in every piece of hardware you own from mobile phones to tv set top boxes to childrens toys but for the moment it is a separate piece of hardware providing enhanced security features to programs that know how to use them and as part of a welldesigned network system it can provide a lot more security than we enjoy today a big advantage of the tpm is that it is hardwarebased  at the moment most of us rely on software to keep our information safe and secure it might be passwordprotected user accounts data encryption programs or a firewall but it all relies on program code running on an inherently insecure processor  hardware security is less common even if it is a lot safer this is partly because it is more expensive to give someone a smartcard than a password but also because its more work for users systems administrators and managers as a result we settle for second best so when it comes to computer security trusted systems could be a major step forward after all if you have a laptop that will only run programs that have been digitally signed then it will be a lot harder for virus writers to get their malicious code to run and if all your files are locked automatically then even if you get your computer stolen your personal data will be safeguarded at the moment support for trusted hardware is not built into major operating systems instead you have to use special software like hps protecttools or wave systems embassy this provides file encryption password management and identity protection usually for business users who connect to company networks full support for the trusted computing specification will not be available from microsoft until the next release of windows longhorn this will include what microsoft in a typical act of obscurantism calls the next generation secure computing base and it will give userlevel programs access to the trusted computing hardware when that happens we can expect to see a lot of publicity around the new capabilities and no doubt the windows security centre will encourage users to turn on their trusted computing capability just as they turn on their firewall however there is a downside to the increased security from viruses spyware and data theft that this will provide  because the trusted computing base is also used to make digital rights management drm systems more secure this will give content providers a lot more control over what we can do with music movies and books that we have bought from them we have seen recently how allowing digital rights management services into our lives can lead to unwelcome consequences users of apples itunes used to be able to stream the music they had brought to up to five other itunes users a great way of letting your mates discover your music collection  but the latest version of itunes limits this capability just as an earlier upgrade reduced the number of times you could burn a selected playlist of purchased songs to a cd another took away the ability to play songs downloaded from reals harmony service on your ipod apple can do this because they wrote the software and they control the rights management once it is embedded in trusted hardware it will be even harder for dedicated programmers to find their way around these restrictions and give us back the fair use rights that should be guaranteed under copyright law similarly users of tivo digital video recorders have found that they cannot record some shows and other programmes that they have recorded are automatically deleted after a day this happens because of changes that tivo have made to their software and the users cannot control it one wonders whether hardwarebased drm will work for those who believe that lockingdown digital content is a bad idea and that the flexibility of copyright law is something that should be embraced and not taken away it will not work because of the fundamental flaw at the heart of the system in order for the purchaser to view the content it has to be unlocked once it is unlocked then someone somewhere will figure out a way to make a copy of the unlocked version and once an unlocked version leaks onto the network it will be uncontrollable the efforts going into drm would be much better spent building efficient distribution services finding business models that are based on trusting your customers and offering high quality downloads at fair prices what we want is not so much a trusted computing platform as a trusted customer platform the record companies and the film industry need to recognise that most of us most of the time will pay a reasonable amount for good quality material they will benefit more by building a market in which i can share songs with my friends record shows i want to watch later and burn cds for my kids a market which respects the spirit of copyright law and does not seek to replace it by restrictive contracts or end user agreements we need to ensure that trusted computing remains under the control of the users and is not used to take away the freedoms we enjoy today  bill thompson is a regular commentator on the bbc world service programme go digital ,"technology, business, dell, ibm, toshiba, hp, compaq, samsung, microsoft, secure computing, tivo, apple, extra chip, digital rights management, trusted computing capability, insecure processor, distribution services, copyright law, trusted computing specification, password management, trusted computing hardware, rights management, trusted computing, trusted computing base, digital rights management services, trusted computing platform, microsoft windows, wave systems' embassy, bill thompson, technology analyst, regular commentator, ipod, bbc world service, computer security, cryptography, trusted computing, copyright law, windows vista, security, trusted platform module, trusted computing base, next-generation secure computing base, digital rights management, end user, trusted system, encryption, main processor, firewall, file encryption, extra chip, mobile phones, inherently insecure processor, digital video, operating systems"
